State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Puducherry,PONDICHERRY,Coconut,2001-02,Whole Year,1264,Hectare,12514000,Nuts,9900.316456
Puducherry,PONDICHERRY,Coconut,2002-03,Whole Year,1262,Hectare,13251000,Nuts,10500
Puducherry,PONDICHERRY,Coconut,2003-04,Whole Year,1248,Hectare,19968000,Nuts,16000
Puducherry,YANAM,Coconut,2001-02,Whole Year,315,Hectare,3150000,Nuts,10000
Puducherry,YANAM,Coconut,2002-03,Whole Year,313,Hectare,3130000,Nuts,10000
Puducherry,YANAM,Coconut,2003-04,Whole Year,307,Hectare,3684000,Nuts,12000
Tamil Nadu,COIMBATORE,Coconut,2002-03,Whole Year,99250,Hectare,630000000,Nuts,6347.607053
Tamil Nadu,COIMBATORE,Coconut,2003-04,Whole Year,99381,Hectare,690200000,Nuts,6944.989485
Tamil Nadu,CUDDALORE,Coconut,2002-03,Whole Year,2670,Hectare,35700000,Nuts,13370.78652
Tamil Nadu,CUDDALORE,Coconut,2003-04,Whole Year,2652,Hectare,39100000,Nuts,14743.58974
Tamil Nadu,DHARMAPURI,Coconut,2002-03,Whole Year,20229,Hectare,155900000,Nuts,7706.757625
Tamil Nadu,DHARMAPURI,Coconut,2003-04,Whole Year,21461,Hectare,109900000,Nuts,5120.917012
Tamil Nadu,DINDIGUL,Coconut,2002-03,Whole Year,24277,Hectare,211500000,Nuts,8711.949582
Tamil Nadu,DINDIGUL,Coconut,2003-04,Whole Year,23987,Hectare,97400000,Nuts,4060.532789
Tamil Nadu,ERODE,Coconut,2002-03,Whole Year,17377,Hectare,161700000,Nuts,9305.403695
Tamil Nadu,ERODE,Coconut,2003-04,Whole Year,17486,Hectare,101900000,Nuts,5827.519158
Tamil Nadu,KANCHIPURAM,Coconut,2002-03,Whole Year,4564,Hectare,14400000,Nuts,3155.127082
Tamil Nadu,KANCHIPURAM,Coconut,2003-04,Whole Year,4115,Hectare,27600000,Nuts,6707.168894
Tamil Nadu,KANNIYAKUMARI,Coconut,2002-03,Whole Year,22667,Hectare,338200000,Nuts,14920.36882
Tamil Nadu,KANNIYAKUMARI,Coconut,2003-04,Whole Year,23664,Hectare,186000000,Nuts,7860.040568
Tamil Nadu,KARUR,Coconut,2002-03,Whole Year,4331,Hectare,51400000,Nuts,11867.92888
Tamil Nadu,KARUR,Coconut,2003-04,Whole Year,4487,Hectare,27800000,Nuts,6195.676398
Tamil Nadu,MADURAI,Coconut,2002-03,Whole Year,10545,Hectare,98100000,Nuts,9302.987198
Tamil Nadu,MADURAI,Coconut,2003-04,Whole Year,10611,Hectare,74000000,Nuts,6973.895015
Tamil Nadu,NAGAPATTINAM,Coconut,2002-03,Whole Year,3660,Hectare,25900000,Nuts,7076.502732
Tamil Nadu,NAGAPATTINAM,Coconut,2003-04,Whole Year,3808,Hectare,38900000,Nuts,10215.33613
Tamil Nadu,NAMAKKAL,Coconut,2002-03,Whole Year,2174,Hectare,21000000,Nuts,9659.613615
Tamil Nadu,NAMAKKAL,Coconut,2003-04,Whole Year,3715,Hectare,36400000,Nuts,9798.115747
Tamil Nadu,PERAMBALUR,Coconut,2002-03,Whole Year,882,Hectare,5500000,Nuts,6235.827664
Tamil Nadu,PERAMBALUR,Coconut,2003-04,Whole Year,872,Hectare,9200000,Nuts,10550.45872
Tamil Nadu,PUDUKKOTTAI,Coconut,2002-03,Whole Year,5105,Hectare,25600000,Nuts,5014.691479
Tamil Nadu,PUDUKKOTTAI,Coconut,2003-04,Whole Year,5199,Hectare,42100000,Nuts,8097.711098
Tamil Nadu,RAMANATHAPURAM,Coconut,2002-03,Whole Year,9120,Hectare,48100000,Nuts,5274.122807
Tamil Nadu,RAMANATHAPURAM,Coconut,2003-04,Whole Year,8343,Hectare,45700000,Nuts,5477.645931
Tamil Nadu,SALEM,Coconut,2002-03,Whole Year,11720,Hectare,80800000,Nuts,6894.197952
Tamil Nadu,SALEM,Coconut,2003-04,Whole Year,11523,Hectare,76000000,Nuts,6595.504643
Tamil Nadu,SIVAGANGA,Coconut,2002-03,Whole Year,5861,Hectare,36100000,Nuts,6159.358471
Tamil Nadu,SIVAGANGA,Coconut,2003-04,Whole Year,6065,Hectare,70100000,Nuts,11558.12036
Tamil Nadu,THANJAVUR,Coconut,2002-03,Whole Year,23934,Hectare,224100000,Nuts,9363.248935
Tamil Nadu,THANJAVUR,Coconut,2003-04,Whole Year,24240,Hectare,258500000,Nuts,10664.19142
Tamil Nadu,THE NILGIRIS,Coconut,2003-04,Whole Year,52,Hectare,0,Nuts,0
Tamil Nadu,THENI,Coconut,2002-03,Whole Year,14284,Hectare,141100000,Nuts,9878.185382
Tamil Nadu,THENI,Coconut,2003-04,Whole Year,14466,Hectare,181400000,Nuts,12539.74838
Tamil Nadu,THIRUVALLUR,Coconut,2002-03,Whole Year,1091,Hectare,8200000,Nuts,7516.04033
Tamil Nadu,THIRUVALLUR,Coconut,2003-04,Whole Year,1093,Hectare,6800000,Nuts,6221.408966
Tamil Nadu,THIRUVARUR,Coconut,2002-03,Whole Year,4742,Hectare,72400000,Nuts,15267.81949
Tamil Nadu,THIRUVARUR,Coconut,2003-04,Whole Year,4918,Hectare,80800000,Nuts,16429.44286
Tamil Nadu,THOOTHUKUDI,Coconut,2002-03,Whole Year,5586,Hectare,26700000,Nuts,4779.80666
Tamil Nadu,THOOTHUKUDI,Coconut,2003-04,Whole Year,6057,Hectare,39600000,Nuts,6537.890045
Tamil Nadu,TIRUCHIRAPPALLI,Coconut,2002-03,Whole Year,5991,Hectare,84200000,Nuts,14054.41496
Tamil Nadu,TIRUCHIRAPPALLI,Coconut,2003-04,Whole Year,5927,Hectare,47300000,Nuts,7980.428547
Tamil Nadu,TIRUNELVELI,Coconut,2002-03,Whole Year,15423,Hectare,106300000,Nuts,6892.303702
Tamil Nadu,TIRUNELVELI,Coconut,2003-04,Whole Year,15500,Hectare,86600000,Nuts,5587.096774
Tamil Nadu,TIRUVANNAMALAI,Coconut,2002-03,Whole Year,1023,Hectare,7300000,Nuts,7135.874878
Tamil Nadu,TIRUVANNAMALAI,Coconut,2003-04,Whole Year,776,Hectare,5700000,Nuts,7345.360825
Tamil Nadu,VELLORE,Coconut,2002-03,Whole Year,18690,Hectare,171300000,Nuts,9165.329053
Tamil Nadu,VELLORE,Coconut,2003-04,Whole Year,21805,Hectare,106800000,Nuts,4897.959184
Tamil Nadu,VILLUPURAM,Coconut,2002-03,Whole Year,2118,Hectare,14300000,Nuts,6751.652502
Tamil Nadu,VILLUPURAM,Coconut,2003-04,Whole Year,1933,Hectare,10600000,Nuts,5483.704087
Tamil Nadu,VIRUDHUNAGAR,Coconut,2002-03,Whole Year,8511,Hectare,64900000,Nuts,7625.425919
Tamil Nadu,VIRUDHUNAGAR,Coconut,2003-04,Whole Year,8574,Hectare,64100000,Nuts,7476.090506
West Bengal,24 PARAGANAS NORTH,Coconut,2001-02,Whole Year,3134,Hectare,66735400,Nuts,21294.00128
West Bengal,24 PARAGANAS NORTH,Coconut,2002-03,Whole Year,2847,Hectare,48746300,Nuts,17121.98806
West Bengal,24 PARAGANAS NORTH,Coconut,2003-04,Whole Year,2886,Hectare,60314500,Nuts,20898.99515
West Bengal,24 PARAGANAS SOUTH,Coconut,2001-02,Whole Year,3825,Hectare,51637500,Nuts,13500
West Bengal,24 PARAGANAS SOUTH,Coconut,2002-03,Whole Year,3895,Hectare,55309000,Nuts,14200
West Bengal,24 PARAGANAS SOUTH,Coconut,2003-04,Whole Year,3319,Hectare,44806500,Nuts,13500
West Bengal,BANKURA,Coconut,2001-02,Whole Year,193,Hectare,2284300,Nuts,11835.7513
West Bengal,BANKURA,Coconut,2002-03,Whole Year,201,Hectare,2152700,Nuts,10709.95025
West Bengal,BANKURA,Coconut,2003-04,Whole Year,229,Hectare,3352800,Nuts,14641.04803
West Bengal,BIRBHUM,Coconut,2001-02,Whole Year,452,Hectare,3164000,Nuts,7000
West Bengal,BIRBHUM,Coconut,2002-03,Whole Year,467,Hectare,3736000,Nuts,8000
West Bengal,BIRBHUM,Coconut,2003-04,Whole Year,499,Hectare,4491000,Nuts,9000
West Bengal,COOCHBEHAR,Coconut,2001-02,Whole Year,550,Hectare,1100000,Nuts,2000
West Bengal,COOCHBEHAR,Coconut,2002-03,Whole Year,560,Hectare,1120000,Nuts,2000
West Bengal,COOCHBEHAR,Coconut,2003-04,Whole Year,575,Hectare,1150000,Nuts,2000
West Bengal,DARJEELING,Coconut,2001-02,Whole Year,158,Hectare,2743700,Nuts,17365.18987
West Bengal,DARJEELING,Coconut,2002-03,Whole Year,158,Hectare,2614900,Nuts,16550
West Bengal,DARJEELING,Coconut,2003-04,Whole Year,149,Hectare,2468900,Nuts,16569.79866
West Bengal,DINAJPUR DAKSHIN,Coconut,2001-02,Whole Year,163,Hectare,2855600,Nuts,17519.0184
West Bengal,DINAJPUR DAKSHIN,Coconut,2002-03,Whole Year,165,Hectare,2748600,Nuts,16658.18182
West Bengal,DINAJPUR DAKSHIN,Coconut,2003-04,Whole Year,166,Hectare,2765700,Nuts,16660.84337
West Bengal,DINAJPUR UTTAR,Coconut,2001-02,Whole Year,330,Hectare,3762000,Nuts,11400
West Bengal,DINAJPUR UTTAR,Coconut,2002-03,Whole Year,195,Hectare,1747200,Nuts,8960
West Bengal,DINAJPUR UTTAR,Coconut,2003-04,Whole Year,199,Hectare,1687500,Nuts,8479.899497
West Bengal,HOOGHLY,Coconut,2001-02,Whole Year,1200,Hectare,24972000,Nuts,20810
West Bengal,HOOGHLY,Coconut,2002-03,Whole Year,1210,Hectare,25198300,Nuts,20825.04132
West Bengal,HOOGHLY,Coconut,2003-04,Whole Year,1150,Hectare,21677500,Nuts,18850
West Bengal,HOWRAH,Coconut,2001-02,Whole Year,2593,Hectare,27615500,Nuts,10650.01928
West Bengal,HOWRAH,Coconut,2002-03,Whole Year,2626,Hectare,32236800,Nuts,12276.00914
West Bengal,HOWRAH,Coconut,2003-04,Whole Year,2811,Hectare,31486000,Nuts,11200.99609
West Bengal,JALPAIGURI,Coconut,2001-02,Whole Year,1148,Hectare,13854100,Nuts,12068.03136
West Bengal,JALPAIGURI,Coconut,2002-03,Whole Year,790,Hectare,10483300,Nuts,13270
West Bengal,JALPAIGURI,Coconut,2003-04,Whole Year,790,Hectare,10475400,Nuts,13260
West Bengal,MALDAH,Coconut,2001-02,Whole Year,12995,Hectare,1299500,Nuts,100
West Bengal,MALDAH,Coconut,2002-03,Whole Year,227,Hectare,1313200,Nuts,5785.022026
West Bengal,MALDAH,Coconut,2003-04,Whole Year,230,Hectare,1331700,Nuts,5790
West Bengal,MEDINIPUR EAST,Coconut,2001-02,Whole Year,3670,Hectare,38887300,Nuts,10595.99455
West Bengal,MEDINIPUR EAST,Coconut,2002-03,Whole Year,3410,Hectare,36507500,Nuts,10706.01173
West Bengal,MEDINIPUR EAST,Coconut,2003-04,Whole Year,3500,Hectare,37646000,Nuts,10756
West Bengal,MEDINIPUR WEST,Coconut,2001-02,Whole Year,1100,Hectare,19140000,Nuts,17400
West Bengal,MEDINIPUR WEST,Coconut,2002-03,Whole Year,1014,Hectare,15836700,Nuts,15618.04734
West Bengal,MEDINIPUR WEST,Coconut,2003-04,Whole Year,1146,Hectare,18454000,Nuts,16102.96684
West Bengal,MURSHIDABAD,Coconut,2001-02,Whole Year,4110,Hectare,30631800,Nuts,7452.992701
West Bengal,MURSHIDABAD,Coconut,2002-03,Whole Year,4239,Hectare,35594900,Nuts,8397.00401
West Bengal,MURSHIDABAD,Coconut,2003-04,Whole Year,4225,Hectare,30381900,Nuts,7190.982249
West Bengal,NADIA,Coconut,2001-02,Whole Year,798,Hectare,12005100,Nuts,15043.98496
West Bengal,NADIA,Coconut,2002-03,Whole Year,829,Hectare,12600800,Nuts,15200
West Bengal,NADIA,Coconut,2003-04,Whole Year,857,Hectare,12998100,Nuts,15166.97783
West Bengal,PURBA BARDHAMAN,Coconut,2001-02,Whole Year,1960,Hectare,28616000,Nuts,14600
West Bengal,PURBA BARDHAMAN,Coconut,2002-03,Whole Year,2125,Hectare,36125000,Nuts,17000
West Bengal,PURBA BARDHAMAN,Coconut,2003-04,Whole Year,1657,Hectare,31814400,Nuts,19200
West Bengal,PURULIA,Coconut,2001-02,Whole Year,25,Hectare,300000,Nuts,12000
West Bengal,PURULIA,Coconut,2002-03,Whole Year,18,Hectare,123300,Nuts,6850
West Bengal,PURULIA,Coconut,2003-04,Whole Year,55,Hectare,186600,Nuts,3392.727273
Andaman and Nicobar Islands,NICOBARS,Coconut,2004-05,Whole Year,18394.7,Hectare,52380000,Nuts,2847.559351
Andaman and Nicobar Islands,NICOBARS,Coconut,2005-06,Whole Year,13876.57,Hectare,52030000,Nuts,3749.485644
Andaman and Nicobar Islands,NICOBARS,Coconut,2006-07,Whole Year,14358,Hectare,59370000,Nuts,4134.977016
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Coconut,2006-07,Whole Year,3575,Hectare,15400000,Nuts,4307.692308
Andaman and Nicobar Islands,SOUTH ANDAMANS,Coconut,2004-05,Whole Year,7156.7,Hectare,34750000,Nuts,4855.589867
Andaman and Nicobar Islands,SOUTH ANDAMANS,Coconut,2005-06,Whole Year,7050.45,Hectare,26430000,Nuts,3748.696892
Andaman and Nicobar Islands,SOUTH ANDAMANS,Coconut,2006-07,Whole Year,3483.09,Hectare,14190000,Nuts,4073.968804
Andhra Pradesh,ANANTAPUR,Coconut,2004-05,Whole Year,837,Hectare,6413350,Nuts,7662.305854
Andhra Pradesh,ANANTAPUR,Coconut,2005-06,Whole Year,836,Hectare,3358992,Nuts,4017.933014
Andhra Pradesh,ANANTAPUR,Coconut,2006-07,Whole Year,790,Hectare,6404076,Nuts,8106.425316
Andhra Pradesh,CHITTOOR,Coconut,2004-05,Whole Year,4165,Hectare,31934060,Nuts,7667.241297
Andhra Pradesh,CHITTOOR,Coconut,2005-06,Whole Year,3914,Hectare,15729168,Nuts,4018.693919
Andhra Pradesh,CHITTOOR,Coconut,2006-07,Whole Year,4307,Hectare,34924554,Nuts,8108.788948
Andhra Pradesh,EAST GODAVARI,Coconut,2004-05,Whole Year,49381,Hectare,674125653,Nuts,13651.51886
Andhra Pradesh,EAST GODAVARI,Coconut,2005-06,Whole Year,49692,Hectare,369060890,Nuts,7426.967922
Andhra Pradesh,EAST GODAVARI,Coconut,2006-07,Whole Year,49592,Hectare,613037376,Nuts,12361.61833
Andhra Pradesh,GUNTUR,Coconut,2004-05,Whole Year,215,Hectare,2528312,Nuts,11759.5907
Andhra Pradesh,GUNTUR,Coconut,2005-06,Whole Year,222,Hectare,1941072,Nuts,8743.567568
Andhra Pradesh,GUNTUR,Coconut,2006-07,Whole Year,213,Hectare,2747097,Nuts,12897.16901
Andhra Pradesh,KADAPA,Coconut,2004-05,Whole Year,95,Hectare,725372,Nuts,7635.494737
Andhra Pradesh,KADAPA,Coconut,2005-06,Whole Year,96,Hectare,384384,Nuts,4004
Andhra Pradesh,KADAPA,Coconut,2006-07,Whole Year,92,Hectare,744660,Nuts,8094.130435
Andhra Pradesh,KHAMMAM,Coconut,2004-05,Whole Year,1004,Hectare,11482486,Nuts,11436.73904
Andhra Pradesh,KHAMMAM,Coconut,2005-06,Whole Year,954,Hectare,8023244,Nuts,8410.109015
Andhra Pradesh,KHAMMAM,Coconut,2006-07,Whole Year,819,Hectare,10348515,Nuts,12635.54945
Andhra Pradesh,KRISHNA,Coconut,2004-05,Whole Year,1693,Hectare,19892568,Nuts,11749.8925
Andhra Pradesh,KRISHNA,Coconut,2005-06,Whole Year,1627,Hectare,14192976,Nuts,8723.402581
Andhra Pradesh,KRISHNA,Coconut,2006-07,Whole Year,1648,Hectare,21220329,Nuts,12876.41323
Andhra Pradesh,KURNOOL,Coconut,2004-05,Whole Year,64,Hectare,486530,Nuts,7602.03125
Andhra Pradesh,KURNOOL,Coconut,2005-06,Whole Year,60,Hectare,227136,Nuts,3785.6
Andhra Pradesh,KURNOOL,Coconut,2006-07,Whole Year,52,Hectare,421974,Nuts,8114.884615
Andhra Pradesh,MAHBUBNAGAR,Coconut,2004-05,Whole Year,12,Hectare,141468,Nuts,11789
Andhra Pradesh,MAHBUBNAGAR,Coconut,2005-06,Whole Year,13,Hectare,113126,Nuts,8702
Andhra Pradesh,MAHBUBNAGAR,Coconut,2006-07,Whole Year,9,Hectare,117153,Nuts,13017
Andhra Pradesh,MEDAK,Coconut,2004-05,Whole Year,1,Hectare,11789,Nuts,11789
Andhra Pradesh,MEDAK,Coconut,2005-06,Whole Year,1,Hectare,8702,Nuts,8702
Andhra Pradesh,MEDAK,Coconut,2006-07,Whole Year,1,Hectare,13017,Nuts,13017
Andhra Pradesh,NALGONDA,Coconut,2004-05,Whole Year,26,Hectare,306514,Nuts,11789
Andhra Pradesh,NALGONDA,Coconut,2005-06,Whole Year,36,Hectare,304570,Nuts,8460.277778
Andhra Pradesh,NALGONDA,Coconut,2006-07,Whole Year,34,Hectare,429561,Nuts,12634.14706
Andhra Pradesh,PRAKASAM,Coconut,2004-05,Whole Year,202,Hectare,2373274,Nuts,11748.88119
Andhra Pradesh,PRAKASAM,Coconut,2005-06,Whole Year,123,Hectare,1077384,Nuts,8759.219512
Andhra Pradesh,PRAKASAM,Coconut,2006-07,Whole Year,100,Hectare,1287287,Nuts,12872.87
Andhra Pradesh,RANGAREDDI,Coconut,2004-05,Whole Year,14,Hectare,165046,Nuts,11789
Andhra Pradesh,RANGAREDDI,Coconut,2005-06,Whole Year,13,Hectare,113126,Nuts,8702
Andhra Pradesh,RANGAREDDI,Coconut,2006-07,Whole Year,11,Hectare,143187,Nuts,13017
Andhra Pradesh,SPSR NELLORE,Coconut,2004-05,Whole Year,536,Hectare,6296928,Nuts,11748
Andhra Pradesh,SPSR NELLORE,Coconut,2005-06,Whole Year,511,Hectare,4460904,Nuts,8729.753425
Andhra Pradesh,SPSR NELLORE,Coconut,2006-07,Whole Year,511,Hectare,6582416,Nuts,12881.44031
Andhra Pradesh,SRIKAKULAM,Coconut,2004-05,Whole Year,13744,Hectare,99616798,Nuts,7248.020809
Andhra Pradesh,SRIKAKULAM,Coconut,2005-06,Whole Year,13749,Hectare,108020616,Nuts,7856.61619
Andhra Pradesh,SRIKAKULAM,Coconut,2006-07,Whole Year,14228,Hectare,124788642,Nuts,8770.638319
Andhra Pradesh,VISAKHAPATANAM,Coconut,2004-05,Whole Year,6928,Hectare,56971676,Nuts,8223.394342
Andhra Pradesh,VISAKHAPATANAM,Coconut,2005-06,Whole Year,6979,Hectare,62196030,Nuts,8911.882791
Andhra Pradesh,VISAKHAPATANAM,Coconut,2006-07,Whole Year,6924,Hectare,80139794,Nuts,11574.20479
Andhra Pradesh,VIZIANAGARAM,Coconut,2004-05,Whole Year,3084,Hectare,36243114,Nuts,11751.98249
Andhra Pradesh,VIZIANAGARAM,Coconut,2005-06,Whole Year,3048,Hectare,26596248,Nuts,8725.80315
Andhra Pradesh,VIZIANAGARAM,Coconut,2006-07,Whole Year,3048,Hectare,39242347,Nuts,12874.78576
Andhra Pradesh,WEST GODAVARI,Coconut,2004-05,Whole Year,21868,Hectare,249596424,Nuts,11413.77465
Andhra Pradesh,WEST GODAVARI,Coconut,2005-06,Whole Year,22564,Hectare,276183360,Nuts,12240
Andhra Pradesh,WEST GODAVARI,Coconut,2006-07,Whole Year,22664,Hectare,383806080,Nuts,16934.61348
Assam,BAKSA,Coconut,2006-07,Whole Year,1456,Hectare,11113000,Nuts,7632.554945
Assam,BARPETA,Coconut,2005-06,Whole Year,982,Hectare,4264000,Nuts,4342.158859
Assam,BARPETA,Coconut,2006-07,Whole Year,609,Hectare,4350000,Nuts,7142.857143
Assam,BONGAIGAON,Coconut,2005-06,Whole Year,694,Hectare,4783000,Nuts,6891.930836
Assam,BONGAIGAON,Coconut,2006-07,Whole Year,534,Hectare,3715000,Nuts,6956.928839
Assam,CACHAR,Coconut,2005-06,Whole Year,1325,Hectare,2272000,Nuts,1714.716981
Assam,CACHAR,Coconut,2006-07,Whole Year,1404,Hectare,2847000,Nuts,2027.777778
Assam,CHIRANG,Coconut,2006-07,Whole Year,303,Hectare,2313000,Nuts,7633.663366
Assam,DARRANG,Coconut,2005-06,Whole Year,1082,Hectare,8778000,Nuts,8112.754159
Assam,DARRANG,Coconut,2006-07,Whole Year,178,Hectare,420000,Nuts,2359.550562
Assam,DHEMAJI,Coconut,2005-06,Whole Year,98,Hectare,348000,Nuts,3551.020408
Assam,DHEMAJI,Coconut,2006-07,Whole Year,114,Hectare,242000,Nuts,2122.807018
Assam,DHUBRI,Coconut,2005-06,Whole Year,650,Hectare,5957000,Nuts,9164.615385
Assam,DHUBRI,Coconut,2006-07,Whole Year,415,Hectare,3316000,Nuts,7990.361446
Assam,DIBRUGARH,Coconut,2005-06,Whole Year,48,Hectare,78000,Nuts,1625
Assam,DIBRUGARH,Coconut,2006-07,Whole Year,37,Hectare,148000,Nuts,4000
Assam,DIMA HASAO,Coconut,2005-06,Whole Year,45,Hectare,483000,Nuts,10733.33333
Assam,DIMA HASAO,Coconut,2006-07,Whole Year,68,Hectare,68000,Nuts,1000
Assam,GOALPARA,Coconut,2005-06,Whole Year,625,Hectare,5742000,Nuts,9187.2
Assam,GOALPARA,Coconut,2006-07,Whole Year,325,Hectare,2859000,Nuts,8796.923077
Assam,GOLAGHAT,Coconut,2005-06,Whole Year,658,Hectare,16062000,Nuts,24410.33435
Assam,GOLAGHAT,Coconut,2006-07,Whole Year,612,Hectare,13555000,Nuts,22148.69281
Assam,HAILAKANDI,Coconut,2005-06,Whole Year,220,Hectare,768000,Nuts,3490.909091
Assam,HAILAKANDI,Coconut,2006-07,Whole Year,265,Hectare,641000,Nuts,2418.867925
Assam,JORHAT,Coconut,2005-06,Whole Year,607,Hectare,2662000,Nuts,4385.502471
Assam,JORHAT,Coconut,2006-07,Whole Year,569,Hectare,2257000,Nuts,3966.608084
Assam,KAMRUP,Coconut,2005-06,Whole Year,2026,Hectare,57405000,Nuts,28334.15597
Assam,KAMRUP,Coconut,2006-07,Whole Year,1479,Hectare,13771000,Nuts,9311.02096
Assam,KAMRUP METRO,Coconut,2006-07,Whole Year,196,Hectare,1800000,Nuts,9183.673469
Assam,KARBI ANGLONG,Coconut,2005-06,Whole Year,416,Hectare,3830000,Nuts,9206.730769
Assam,KARBI ANGLONG,Coconut,2006-07,Whole Year,394,Hectare,2057000,Nuts,5220.812183
Assam,KARIMGANJ,Coconut,2005-06,Whole Year,480,Hectare,1421000,Nuts,2960.416667
Assam,KARIMGANJ,Coconut,2006-07,Whole Year,680,Hectare,1519000,Nuts,2233.823529
Assam,KOKRAJHAR,Coconut,2005-06,Whole Year,344,Hectare,2436000,Nuts,7081.395349
Assam,KOKRAJHAR,Coconut,2006-07,Whole Year,401,Hectare,2653000,Nuts,6615.9601
Assam,LAKHIMPUR,Coconut,2005-06,Whole Year,229,Hectare,2062000,Nuts,9004.366812
Assam,LAKHIMPUR,Coconut,2006-07,Whole Year,312,Hectare,2228000,Nuts,7141.025641
Assam,MARIGAON,Coconut,2005-06,Whole Year,1310,Hectare,8132000,Nuts,6207.633588
Assam,MARIGAON,Coconut,2006-07,Whole Year,1225,Hectare,9437000,Nuts,7703.673469
Assam,NAGAON,Coconut,2005-06,Whole Year,3224,Hectare,39277000,Nuts,12182.69231
Assam,NAGAON,Coconut,2006-07,Whole Year,3195,Hectare,35328000,Nuts,11057.277
Assam,NALBARI,Coconut,2005-06,Whole Year,2045,Hectare,18031000,Nuts,8817.114914
Assam,NALBARI,Coconut,2006-07,Whole Year,1340,Hectare,6840000,Nuts,5104.477612
Assam,SIVASAGAR,Coconut,2005-06,Whole Year,546,Hectare,4373000,Nuts,8009.157509
Assam,SIVASAGAR,Coconut,2006-07,Whole Year,558,Hectare,4233000,Nuts,7586.021505
Assam,SONITPUR,Coconut,2005-06,Whole Year,1325,Hectare,15452000,Nuts,11661.88679
Assam,SONITPUR,Coconut,2006-07,Whole Year,1350,Hectare,4869000,Nuts,3606.666667
Assam,TINSUKIA,Coconut,2005-06,Whole Year,78,Hectare,321000,Nuts,4115.384615
Assam,TINSUKIA,Coconut,2006-07,Whole Year,62,Hectare,87000,Nuts,1403.225806
Assam,UDALGURI,Coconut,2006-07,Whole Year,514,Hectare,3059000,Nuts,5951.361868
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Coconut,2004-05,Kharif,185,Hectare,46200,Nuts,249.7297297
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Coconut,2005-06,Kharif,190,Hectare,47500,Nuts,250
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Coconut,2006-07,Kharif,195,Hectare,48750,Nuts,250
Goa,NORTH GOA,Coconut,2004-05,Whole Year,11083,Hectare,54410000,Nuts,4909.320581
Goa,NORTH GOA,Coconut,2005-06,Whole Year,11155,Hectare,55230000,Nuts,4951.142985
Goa,NORTH GOA,Coconut,2006-07,Whole Year,11227,Hectare,55840000,Nuts,4973.724058
Goa,SOUTH GOA,Coconut,2004-05,Whole Year,14077,Hectare,69110000,Nuts,4909.426724
Goa,SOUTH GOA,Coconut,2005-06,Whole Year,14157,Hectare,70110000,Nuts,4952.320407
Goa,SOUTH GOA,Coconut,2006-07,Whole Year,14241,Hectare,70840000,Nuts,4974.369777
Karnataka,BAGALKOT,Coconut,2004-05,Whole Year,452,Hectare,2160000,Nuts,4778.761062
Karnataka,BAGALKOT,Coconut,2005-06,Whole Year,413,Hectare,1973000,Nuts,4777.239709
Karnataka,BAGALKOT,Coconut,2006-07,Whole Year,236,Hectare,1128000,Nuts,4779.661017
Karnataka,BANGALORE RURAL,Coconut,2004-05,Whole Year,19789,Hectare,70881000,Nuts,3581.838395
Karnataka,BANGALORE RURAL,Coconut,2005-06,Whole Year,19251,Hectare,68954000,Nuts,3581.839904
Karnataka,BANGALORE RURAL,Coconut,2006-07,Whole Year,19357,Hectare,69333000,Nuts,3581.805032
Karnataka,BELGAUM,Coconut,2004-05,Whole Year,599,Hectare,2580000,Nuts,4307.178631
Karnataka,BELGAUM,Coconut,2005-06,Whole Year,611,Hectare,2632000,Nuts,4307.692308
Karnataka,BELGAUM,Coconut,2006-07,Whole Year,632,Hectare,2722000,Nuts,4306.962025
Karnataka,BELLARY,Coconut,2004-05,Whole Year,1259,Hectare,6011000,Nuts,4774.424146
Karnataka,BELLARY,Coconut,2005-06,Whole Year,1140,Hectare,5443000,Nuts,4774.561404
Karnataka,BELLARY,Coconut,2006-07,Whole Year,1251,Hectare,5973000,Nuts,4774.580336
Karnataka,BENGALURU URBAN,Coconut,2004-05,Whole Year,2498,Hectare,8947000,Nuts,3581.665332
Karnataka,BENGALURU URBAN,Coconut,2005-06,Whole Year,2871,Hectare,10283000,Nuts,3581.678858
Karnataka,BENGALURU URBAN,Coconut,2006-07,Whole Year,2385,Hectare,8543000,Nuts,3581.97065
Karnataka,BIDAR,Coconut,2004-05,Whole Year,24,Hectare,115000,Nuts,4791.666667
Karnataka,BIDAR,Coconut,2005-06,Whole Year,25,Hectare,120000,Nuts,4800
Karnataka,BIDAR,Coconut,2006-07,Whole Year,26,Hectare,124000,Nuts,4769.230769
Karnataka,BIJAPUR,Coconut,2004-05,Whole Year,178,Hectare,850000,Nuts,4775.280899
Karnataka,BIJAPUR,Coconut,2005-06,Whole Year,178,Hectare,850000,Nuts,4775.280899
Karnataka,BIJAPUR,Coconut,2006-07,Whole Year,189,Hectare,903000,Nuts,4777.777778
Karnataka,CHAMARAJANAGAR,Coconut,2004-05,Whole Year,12161,Hectare,32482000,Nuts,2670.997451
Karnataka,CHAMARAJANAGAR,Coconut,2005-06,Whole Year,12192,Hectare,32565000,Nuts,2671.01378
